window,gene,category,count
20kb,cttnbp2,sig. positive,9
20kb,cttnbp2nla,sig. positive,9
20kb,cttnbp2nlb,sig. positive,9
20kb,ctu1,sig. positive,1
20kb,ctxn1,sig. positive,1
20kb,cubn,sig. positive,8
20kb,cuedc1a,sig. positive,14
20kb,cuedc1b,sig. positive,6
20kb,cuedc2,sig. positive,2
20kb,cul1a,sig. positive,1
20kb,cul1b,sig. positive,3
20kb,cul3a,sig. positive,2
20kb,cul3b,sig. positive,8
20kb,cul4b,sig. positive,2
20kb,cul5a,sig. positive,5
20kb,cul5b,sig. positive,2
20kb,cutc,sig. negative,1
20kb,cux1a,sig. positive,7
20kb,cux1b,sig. positive,5
20kb,cux2b,sig. positive,9
20kb,cwc22,sig. positive,3
20kb,cwc27,sig. positive,2
20kb,cwf19l2,sig. positive,1
20kb,cxadr,sig. positive,10
20kb,cxcl11.1,sig. positive,1
20kb,cxcl12a,sig. positive,15
20kb,cxcl12b,sig. positive,18
20kb,cxcl14,sig. positive,10
20kb,cxcl18b,sig. positive,1
20kb,cxcl20,sig. positive,1
20kb,cxcl8b.1,sig. positive,9
20kb,cxcl8b.3,sig. positive,2
20kb,cxcr3.1,sig. positive,2
20kb,cxcr3.2,sig. negative,2
20kb,cxcr3.3,sig. positive,16
20kb,cxcr4a,sig. positive,15
20kb,cxcr4b,sig. positive,12
20kb,cxcr5,sig. positive,1
20kb,cxl34c,sig. positive,9
20kb,cxxc1b,sig. positive,1
20kb,cxxc4,sig. positive,13
20kb,cxxc5a,sig. positive,14
20kb,cxxc5b,sig. positive,21
20kb,cyb561,sig. positive,11
20kb,cyb561d1,sig. positive,2
20kb,cyb561d2,sig. positive,3
20kb,cyb5a,sig. positive,3
20kb,cyb5b,sig. positive,8
20kb,cyb5d1,sig. negative,1
20kb,cyb5d1,sig. positive,3
20kb,cyb5d2,sig. positive,3
20kb,cyb5r1,sig. positive,6
20kb,cyb5r2,sig. positive,7
20kb,cyb5r3,sig. positive,2
20kb,cyb5r4,sig. positive,2
20kb,cyba,sig. positive,1
20kb,cybb,sig. positive,14
20kb,cybc1,sig. positive,4
20kb,cybrd1,sig. positive,3
20kb,cycsb,sig. positive,4
20kb,cyfip1,sig. negative,1
20kb,cyfip1,sig. positive,7
20kb,cyfip2,sig. positive,13
20kb,cygb1,sig. positive,11
20kb,cygb2,sig. positive,1
20kb,cyp11c1,sig. positive,1
20kb,cyp17a1,sig. positive,2
20kb,cyp19a1a,sig. positive,3
20kb,cyp19a1b,sig. positive,1
20kb,cyp1a,sig. positive,7
20kb,cyp1b1,sig. positive,1
20kb,cyp1c2,sig. positive,5
20kb,cyp1d1,sig. positive,6
20kb,cyp20a1,sig. negative,1
20kb,cyp20a1,sig. positive,2
20kb,cyp21a2,sig. positive,1
20kb,cyp24a1,sig. positive,7
20kb,cyp26a1,sig. positive,19
20kb,cyp26b1,sig. positive,10
20kb,cyp26c1,sig. positive,18
20kb,cyp27c1,sig. positive,5
20kb,cyp2aa1,sig. positive,10
20kb,cyp2aa11,sig. positive,3
20kb,cyp2aa12,sig. positive,1
20kb,cyp2aa2,sig. positive,11
20kb,cyp2aa3,sig. positive,9
20kb,cyp2aa4,sig. positive,7
20kb,cyp2aa6,sig. positive,10
20kb,cyp2aa8,sig. positive,7
20kb,cyp2aa9,sig. positive,2
20kb,cyp2ad3,sig. positive,6
20kb,cyp2ad6,sig. positive,2
20kb,cyp2ae1,sig. positive,5
20kb,cyp2j20,sig. positive,5
20kb,cyp2k16,sig. positive,12
20kb,cyp2k18,sig. positive,3
20kb,cyp2k19,sig. positive,4
20kb,cyp2k20,sig. negative,1
20kb,cyp2k21,sig. positive,1
20kb,cyp2k8,sig. positive,17
20kb,cyp2p10,sig. positive,2
20kb,cyp2p6,sig. positive,8
20kb,cyp2p7,sig. positive,10
20kb,cyp2p8,sig. positive,6
20kb,cyp2r1,sig. positive,1
20kb,cyp2u1,sig. positive,1
20kb,cyp2v1,sig. positive,6
20kb,cyp2x6,sig. positive,4
20kb,cyp2x7,sig. positive,2
20kb,cyp2y3,sig. positive,10
20kb,cyp39a1,sig. negative,1
20kb,cyp3a65,sig. positive,1
20kb,cyp3c1,sig. positive,2
20kb,cyp3c3,sig. positive,2
20kb,cyp3c4,sig. positive,4
20kb,cyp46a1.1,sig. positive,6
20kb,cyp46a1.2,sig. positive,3
20kb,cyp46a1.3,sig. positive,3
20kb,cyp46a1.4,sig. positive,3
20kb,cyp4t8,sig. positive,4
20kb,cyp7b1,sig. positive,11
20kb,cysltr1,sig. positive,9
20kb,cysltr3,sig. positive,1
20kb,cyt1,sig. positive,10
20kb,cyt1l,sig. positive,20
20kb,cyth1a,sig. negative,3
20kb,cyth1b,sig. positive,8
20kb,cyth3a,sig. positive,8
20kb,cyth4a,sig. positive,3
20kb,cytip,sig. positive,1
20kb,cyyr1,sig. positive,7
20kb,d2hgdh,sig. positive,2
20kb,daam1a,sig. positive,3
20kb,daam1b,sig. positive,8
20kb,daam2,sig. negative,1
20kb,daam2,sig. positive,2
20kb,dab1a,sig. positive,5
20kb,dab1b,sig. positive,5
20kb,dab2,sig. positive,3
20kb,dab2ipb,sig. positive,10
20kb,dacha,sig. positive,9
20kb,dachb,sig. positive,18
20kb,dachc,sig. positive,15
20kb,dachd,sig. positive,9
20kb,dact1,sig. positive,11
20kb,dact2,sig. positive,11
20kb,dact3a,sig. positive,12
20kb,dad1,sig. positive,2
20kb,dag1,sig. negative,1
20kb,dag1,sig. positive,17
20kb,dagla,sig. positive,4
20kb,daglb,sig. positive,2
20kb,dalrd3,sig. positive,7
20kb,dand5,sig. positive,1
20kb,dao.1,sig. negative,1
20kb,dao.1,sig. positive,1
20kb,dao.2,sig. negative,1
20kb,dao.3,sig. positive,1
20kb,dap,sig. positive,4
20kb,dap1b,sig. negative,1
20kb,dap1b,sig. positive,1
20kb,dap3,sig. positive,1
20kb,dapk1,sig. negative,1
20kb,dapk1,sig. positive,10
20kb,dapk2a,sig. positive,8
20kb,dapk2b,sig. positive,5
20kb,dapk3,sig. positive,8
20kb,dapp1,sig. positive,5
20kb,dars1,sig. positive,1
20kb,daw1,sig. positive,6
20kb,daxx,sig. positive,5
20kb,dazap1,sig. positive,1
20kb,dazap2,sig. positive,4
20kb,dazl,sig. positive,1
20kb,dbf4,sig. positive,6
20kb,dbf4b,sig. positive,2
20kb,dbh,sig. positive,1
20kb,dbi,sig. negative,3
20kb,dbn1,sig. negative,1
20kb,dbn1,sig. positive,9
20kb,dbnla,sig. positive,1
20kb,dbnlb,sig. negative,1
20kb,dbnlb,sig. positive,1
20kb,dbpa,sig. positive,1
20kb,dbpb,sig. positive,5
20kb,dbr1,sig. positive,3
20kb,dbt,sig. negative,1
20kb,dbt,sig. positive,1
20kb,dbx1a,sig. positive,16
20kb,dbx1b,sig. positive,13
20kb,dcaf11,sig. positive,3
20kb,dcaf12,sig. positive,8
20kb,dcaf13,sig. positive,3
20kb,dcaf17,sig. negative,1
20kb,dcaf17,sig. positive,2
20kb,dcaf5,sig. positive,9
20kb,dcaf6,sig. positive,6
20kb,dcaf7,sig. positive,1
20kb,dcaf8,sig. negative,1
20kb,dcakd,sig. positive,1
20kb,dcbld1,sig. positive,11
20kb,dcbld2,sig. positive,13
20kb,dcc,sig. positive,18
20kb,dcdc2b,sig. negative,1
20kb,dcdc2b,sig. positive,3
20kb,dchs1a,sig. positive,14
20kb,dchs1b,sig. positive,12
20kb,dck,sig. positive,2
20kb,dclk1a,sig. positive,5
20kb,dclk1b,sig. positive,2
20kb,dclk2a,sig. positive,13
20kb,dclk2b,sig. negative,1
20kb,dclk2b,sig. positive,5
20kb,dclk3,sig. positive,1
20kb,dclre1a,sig. positive,2
20kb,dclre1b,sig. negative,2
20kb,dclre1c,sig. positive,1
20kb,dcn,sig. positive,14
20kb,dcp1a,sig. positive,3
20kb,dcp2,sig. positive,1
20kb,dcps,sig. positive,2
20kb,dct,sig. positive,3
20kb,dctd,sig. positive,5
20kb,dctn1a,sig. negative,1
20kb,dctn1b,sig. positive,4
20kb,dctn2,sig. positive,1
20kb,dctn3,sig. positive,1
20kb,dctn4,sig. negative,1
20kb,dctn5,sig. negative,1
20kb,dctn5,sig. positive,1
20kb,dctpp1,sig. positive,2
20kb,dcun1d2a,sig. positive,1
20kb,dcun1d3,sig. positive,1
20kb,dcun1d4,sig. negative,2
20kb,dcun1d5,sig. positive,1
20kb,dcxr,sig. positive,1
20kb,ddah1,sig. negative,1
20kb,ddah2,sig. positive,1
20kb,ddb1,sig. positive,2
20kb,ddb2,sig. negative,3
20kb,ddhd1a,sig. positive,2
20kb,ddhd1b,sig. negative,2
20kb,ddhd1b,sig. positive,1
20kb,ddhd2,sig. negative,1
20kb,ddi2,sig. positive,3
20kb,ddias,sig. positive,2
20kb,ddit3,sig. negative,1
20kb,ddit3,sig. positive,1
20kb,ddit4,sig. positive,12
20kb,ddost,sig. positive,1
20kb,ddr1,sig. positive,13
20kb,ddr2a,sig. positive,7
20kb,ddr2l,sig. positive,8
20kb,ddrgk1,sig. negative,1
20kb,ddt,sig. negative,2
20kb,ddx1,sig. positive,2
20kb,ddx10,sig. positive,4
20kb,ddx11,sig. positive,1
20kb,ddx18,sig. positive,3
20kb,ddx20,sig. negative,1
20kb,ddx20,sig. positive,4
20kb,ddx21,sig. positive,6
20kb,ddx23,sig. positive,3
20kb,ddx24,sig. positive,12
20kb,ddx27,sig. positive,9
20kb,ddx28,sig. positive,1
20kb,ddx31,sig. positive,1
20kb,ddx39aa,sig. positive,1
20kb,ddx39ab,sig. negative,1
20kb,ddx39ab,sig. positive,2
20kb,ddx39b,sig. negative,3
20kb,ddx39b,sig. positive,2
20kb,ddx3xa,sig. positive,3
20kb,ddx3xb,sig. positive,6
20kb,ddx42,sig. positive,4
20kb,ddx43,sig. positive,4
20kb,ddx46,sig. positive,5
20kb,ddx47,sig. positive,2
20kb,ddx49,sig. positive,8
20kb,ddx5,sig. positive,4
20kb,ddx51,sig. positive,6
20kb,ddx52,sig. positive,14
20kb,ddx54,sig. positive,6
20kb,ddx55,sig. positive,2
20kb,ddx56,sig. positive,11
20kb,ddx59,sig. positive,1
20kb,ddx6,sig. positive,1
20kb,ddx61,sig. positive,2
20kb,deaf1,sig. positive,2
20kb,decr2,sig. positive,4
20kb,dedd,sig. positive,3
20kb,dedd1,sig. positive,4
20kb,def6b,sig. positive,1
20kb,def6c,sig. positive,8
20kb,defbl3,sig. positive,2
20kb,degs1,sig. positive,8
20kb,degs2,sig. positive,8
20kb,dek,sig. positive,6
20kb,dele1,sig. negative,3
20kb,dele1,sig. positive,1
20kb,dennd11,sig. positive,3
20kb,dennd1a,sig. positive,2
20kb,dennd1b,sig. positive,13
20kb,dennd2b,sig. positive,12
20kb,dennd2c,sig. positive,13
20kb,dennd2da,sig. positive,17
20kb,dennd2db,sig. positive,3
20kb,dennd3a,sig. positive,1
20kb,dennd3b,sig. negative,1
20kb,dennd4a,sig. positive,17
20kb,dennd4b,sig. positive,7
20kb,dennd4c,sig. positive,13
20kb,dennd5a,sig. negative,1
20kb,dennd5a,sig. positive,4
20kb,dennd5b,sig. positive,13
20kb,dennd6aa,sig. positive,3
20kb,dennd6b,sig. negative,1
20kb,denr,sig. positive,1
20kb,depdc1a,sig. positive,9
20kb,depdc7a,sig. positive,14
20kb,depdc7b,sig. positive,1
20kb,deptor,sig. positive,7
20kb,dera,sig. positive,2
20kb,derl1,sig. positive,2
20kb,derl2,sig. positive,7
20kb,derl3,sig. positive,4
20kb,desi1a,sig. positive,1
20kb,desi1b,sig. negative,2
20kb,desi2,sig. positive,5
20kb,desma,sig. positive,12
20kb,det1,sig. negative,1
20kb,dexi,sig. negative,1
20kb,dgat1a,sig. negative,1
20kb,dgat1b,sig. positive,9
20kb,dgat2,sig. negative,2
20kb,dgcr2,sig. positive,10
20kb,dgcr6,sig. negative,1
20kb,dgcr8,sig. positive,1
20kb,dgkaa,sig. positive,11
20kb,dgkab,sig. positive,2
20kb,dgkb,sig. negative,1
20kb,dgkb,sig. positive,2
20kb,dgkh,sig. positive,11
20kb,dgkza,sig. positive,2
20kb,dgkzb,sig. positive,7
20kb,dglucy,sig. positive,2
20kb,dguok,sig. positive,2
20kb,dharma,sig. positive,1
20kb,dhcr24,sig. positive,5
20kb,dhcr7,sig. positive,4
20kb,dhdds,sig. negative,1
20kb,dhdds,sig. positive,1
20kb,dhfr,sig. positive,4
20kb,dhh,sig. negative,1
20kb,dhodh,sig. positive,2
20kb,dhps,sig. positive,1
20kb,dhrs1,sig. positive,3
20kb,dhrs11a,sig. negative,1
20kb,dhrs11a,sig. positive,1
20kb,dhrs13a.1,sig. positive,7
20kb,dhrs13a.2,sig. positive,7
20kb,dhrs13a.3,sig. negative,1
20kb,dhrs13a.3,sig. positive,3
20kb,dhrs13b.1,sig. positive,4
20kb,dhrs13l1,sig. positive,5
20kb,dhrs3a,sig. positive,10
20kb,dhrs3b,sig. positive,15
20kb,dhrs4,sig. negative,2
20kb,dhrs7b,sig. negative,1
20kb,dhrs7ca,sig. positive,5
20kb,dhrs9,sig. positive,1
20kb,dhrsx,sig. positive,2
20kb,dhx15,sig. positive,3
20kb,dhx16,sig. positive,5
20kb,dhx29,sig. negative,1
20kb,dhx29,sig. positive,2
20kb,dhx30,sig. positive,5
20kb,dhx32a,sig. positive,11
20kb,dhx32b,sig. negative,1
20kb,dhx32b,sig. positive,11
20kb,dhx33,sig. positive,11
20kb,dhx36,sig. positive,4
20kb,dhx37,sig. positive,7
20kb,dhx38,sig. negative,1
20kb,dhx40,sig. positive,2
20kb,dhx58,sig. negative,1
20kb,dhx8,sig. positive,4
20kb,diabloa,sig. positive,3
20kb,diablob,sig. positive,1
20kb,diaph2,sig. positive,2
20kb,diaph3,sig. positive,3
20kb,dicer1,sig. positive,2
20kb,dicp1.1,sig. negative,1
20kb,dicp1.1,sig. positive,3
20kb,dicp3.1,sig. positive,3
20kb,dido1,sig. negative,1
20kb,dido1,sig. positive,4
20kb,dimt1l,sig. positive,5
20kb,dio2,sig. positive,1
20kb,dio3b,sig. positive,1
20kb,dip2a,sig. positive,11
20kb,dip2ba,sig. positive,15
20kb,dip2bb,sig. negative,1
20kb,dip2bb,sig. positive,6
20kb,dip2ca,sig. positive,15
20kb,dip2cb,sig. positive,2
20kb,dipk1aa,sig. negative,1
20kb,dipk1aa,sig. positive,8
20kb,dipk1ab,sig. positive,4
20kb,dipk1b,sig. negative,2
20kb,dipk1b,sig. positive,1
20kb,dipk1c,sig. positive,5
20kb,dipk2aa,sig. positive,5
20kb,dipk2ab,sig. positive,5
20kb,dipk2b,sig. positive,10
20kb,diras1a,sig. positive,5
20kb,dis3,sig. positive,4
20kb,dis3l,sig. positive,1
20kb,dis3l2,sig. positive,1
20kb,disc1,sig. positive,8
20kb,disp1,sig. negative,1
20kb,disp1,sig. positive,1
20kb,disp2,sig. negative,1
20kb,dixdc1a,sig. positive,11
20kb,dixdc1b,sig. positive,4
20kb,dkc1,sig. positive,11
20kb,dkk1a,sig. positive,6
20kb,dkk1b,sig. positive,17
20kb,dkk2,sig. positive,12
20kb,dkk3a,sig. positive,2
20kb,dkk3b,sig. positive,2
20kb,dla,sig. positive,14
20kb,dlat,sig. positive,1
20kb,dlb,sig. positive,16
20kb,dlc,sig. positive,18
20kb,dlc1,sig. positive,3
20kb,dld,sig. positive,12
20kb,dldh,sig. positive,2
20kb,dlec1,sig. positive,5
20kb,dlg2,sig. positive,2
20kb,dlg3,sig. positive,6
20kb,dlg5a,sig. positive,1
20kb,dlg5b.1,sig. positive,5
20kb,dlgap1a,sig. positive,15
20kb,dlgap1b,sig. negative,1
20kb,dlgap1b,sig. positive,2
20kb,dlgap2a,sig. positive,2
20kb,dlgap2b,sig. negative,1
20kb,dlgap3,sig. positive,2
20kb,dlgap4a,sig. negative,1
20kb,dlgap4b,sig. positive,7
20kb,dlgap5,sig. positive,9
20kb,dll4,sig. positive,8
20kb,dlst,sig. positive,6
20kb,dlx1a,sig. positive,7
20kb,dlx2a,sig. positive,4
20kb,dlx2b,sig. positive,2
20kb,dlx3b,sig. positive,9
20kb,dlx4a,sig. positive,6
20kb,dlx4b,sig. positive,13
20kb,dlx5a,sig. positive,7
20kb,dlx6a,sig. positive,3
20kb,dmac2l,sig. negative,3
20kb,dmap1,sig. positive,1
20kb,dmbx1a,sig. positive,16
20kb,dmbx1b,sig. positive,20
20kb,dmc1,sig. negative,1
20kb,dmd,sig. positive,7
20kb,dmrt1,sig. positive,4
20kb,dmrt2a,sig. positive,17
20kb,dmrt2b,sig. positive,1
20kb,dmrt3a,sig. positive,2
20kb,dmrta2,sig. positive,13
20kb,dmtn,sig. positive,3
20kb,dmxl2,sig. positive,12
20kb,dna2,sig. negative,2
20kb,dna2,sig. positive,6
20kb,dnaaf1,sig. negative,1
20kb,dnaaf1,sig. positive,4
20kb,dnaaf2,sig. positive,2
20kb,dnaaf3,sig. negative,1
20kb,dnaaf3l,sig. positive,2
20kb,dnaaf4,sig. positive,2
20kb,dnah1,sig. positive,7
20kb,dnah12,sig. positive,1
20kb,dnah2,sig. positive,3
20kb,dnah5,sig. positive,7
20kb,dnah5l,sig. positive,2
20kb,dnah6,sig. positive,1
20kb,dnah7,sig. positive,2
20kb,dnah9,sig. positive,2
20kb,dnah9l,sig. positive,1
20kb,dnai1.1,sig. positive,1
20kb,dnai1.2,sig. positive,3
20kb,dnai2b,sig. positive,1
20kb,dnaja1,sig. negative,1
20kb,dnaja1,sig. positive,1
20kb,dnaja2a,sig. positive,2
20kb,dnaja2b,sig. positive,2
20kb,dnaja3a,sig. positive,2
20kb,dnajb11,sig. negative,1
20kb,dnajb11,sig. positive,3
20kb,dnajb12a,sig. positive,5
20kb,dnajb12b,sig. positive,2
20kb,dnajb13,sig. positive,2
20kb,dnajb14,sig. positive,4
20kb,dnajb1a,sig. positive,4
20kb,dnajb1b,sig. positive,3
20kb,dnajb2,sig. positive,14
20kb,dnajb4,sig. positive,2
20kb,dnajb5,sig. positive,7
20kb,dnajb6a,sig. positive,1
20kb,dnajb6b,sig. positive,10
20kb,dnajb9a,sig. positive,3
20kb,dnajb9b,sig. positive,4
20kb,dnajc1,sig. negative,1
20kb,dnajc1,sig. positive,3
20kb,dnajc10,sig. positive,3
20kb,dnajc11b,sig. positive,3
20kb,dnajc14,sig. positive,2
20kb,dnajc15,sig. negative,1
20kb,dnajc15,sig. positive,2
20kb,dnajc16,sig. positive,2
20kb,dnajc16l,sig. positive,5
20kb,dnajc17,sig. positive,1
20kb,dnajc18,sig. positive,1
20kb,dnajc2,sig. positive,6
20kb,dnajc21,sig. positive,6
20kb,dnajc24,sig. positive,5
20kb,dnajc25,sig. positive,3
20kb,dnajc30b,sig. positive,1
20kb,dnajc3a,sig. positive,9
20kb,dnajc3b,sig. positive,1
20kb,dnajc5aa,sig. negative,4
20kb,dnajc5aa,sig. positive,2
20kb,dnajc5ab,sig. positive,6
20kb,dnajc5b,sig. positive,2
20kb,dnajc5ga,sig. positive,9
20kb,dnajc5gb,sig. positive,2
20kb,dnajc6,sig. positive,6
20kb,dnajc7,sig. positive,7
20kb,dnajc8,sig. negative,1
20kb,dnajc8,sig. positive,1
20kb,dnajc9,sig. positive,4
20kb,dnal1,sig. negative,2
20kb,dnal4a,sig. positive,2
20kb,dnal4b,sig. positive,2
20kb,dnali1,sig. positive,3
20kb,dnase1l1,sig. positive,9
20kb,dnase1l1l,sig. positive,17
20kb,dnase1l4.1,sig. positive,8
20kb,dnase1l4.2,sig. positive,7
20kb,dnase2,sig. negative,1
20kb,dnase2,sig. positive,3
20kb,dnd1,sig. positive,1
20kb,dnlz,sig. positive,1
20kb,dnm1a,sig. positive,4
20kb,dnm1b,sig. positive,2
20kb,dnm1l,sig. positive,1
20kb,dnm2a,sig. positive,14
20kb,dnm2b,sig. positive,1
20kb,dnm3a,sig. positive,4
20kb,dnmbp,sig. positive,14
20kb,dnmt1,sig. positive,10
20kb,dnmt3aa,sig. negative,1
20kb,dnmt3aa,sig. positive,10
20kb,dnmt3ab,sig. positive,10
20kb,dnmt3ba,sig. positive,11
20kb,dnmt3bb.1,sig. positive,15
20kb,dnmt3bb.2,sig. positive,8
20kb,dnmt3bb.3,sig. positive,11
20kb,dnpep,sig. positive,5
20kb,dnph1,sig. negative,1
20kb,dntt,sig. negative,1
20kb,dntt,sig. positive,2
20kb,dnttip2,sig. positive,8
20kb,dock1,sig. positive,11
20kb,dock10,sig. positive,1
20kb,dock11,sig. positive,3
20kb,dock3,sig. positive,9
20kb,dock4b,sig. positive,10
20kb,dock5,sig. positive,12
20kb,dock6,sig. positive,9
20kb,dock7,sig. positive,4
20kb,dock8,sig. positive,3
20kb,dock9b,sig. positive,14
20kb,dohh,sig. positive,4
20kb,dok1a,sig. positive,4
20kb,dok1b,sig. positive,3
20kb,dok2,sig. positive,1
20kb,dok4,sig. positive,19
20kb,dok6,sig. positive,1
20kb,dolpp1,sig. positive,9
20kb,dop1a,sig. negative,3
20kb,dop1b,sig. positive,8
20kb,dot1l,sig. positive,4
20kb,dpagt1,sig. positive,2
20kb,dpcd,sig. positive,5
20kb,dpep1,sig. positive,8
20kb,dpep2,sig. positive,3
20kb,dpf1,sig. positive,4
20kb,dpf2,sig. positive,10
20kb,dpf3,sig. positive,7
20kb,dph1,sig. positive,3
20kb,dph2,sig. positive,6
20kb,dph3,sig. positive,1
20kb,dph5,sig. positive,4
20kb,dph6,sig. positive,1
20kb,dph7,sig. positive,2
20kb,dpm1,sig. negative,1
20kb,dpm2,sig. positive,1
20kb,dpm3,sig. negative,1
20kb,dpm3,sig. positive,1
20kb,dpp3,sig. negative,1
20kb,dpp4,sig. positive,11
20kb,dpp6a,sig. positive,1
20kb,dpp6b,sig. positive,4
20kb,dpy19l1l,sig. positive,2
20kb,dpy19l3,sig. positive,11
20kb,dpy30,sig. positive,3
20kb,dpyda.1,sig. positive,9
20kb,dpydb,sig. positive,4
20kb,dpys,sig. negative,1
20kb,dpys,sig. positive,1
20kb,dpysl2b,sig. positive,13
20kb,dpysl3,sig. positive,8
20kb,dpysl4,sig. positive,13
20kb,dpysl5a,sig. positive,13
20kb,dpysl5b,sig. positive,6
20kb,dqx1,sig. negative,1
20kb,dqx1,sig. positive,2
20kb,dram2b,sig. negative,3
20kb,drc1,sig. positive,3
20kb,drd1b,sig. positive,2
20kb,drd2a,sig. positive,3
20kb,drd2b,sig. positive,4
20kb,drd2l,sig. positive,2
20kb,drd4-rs,sig. positive,3
20kb,drd4a,sig. positive,1
20kb,drd4b,sig. positive,2
20kb,dre-let-7i,sig. positive,2
20kb,dre-mir-183,sig. negative,1
20kb,dre-mir-183,sig. positive,11
20kb,dre-mir-184-1,sig. positive,4
20kb,dre-mir-21-1,sig. positive,1
20kb,dre-mir-221,sig. positive,1
20kb,dre-mir-30b,sig. positive,1
20kb,dre-mir-375-2,sig. positive,3
20kb,drg1,sig. positive,2
20kb,drg2,sig. positive,1
20kb,drgx,sig. positive,10
20kb,drl,sig. positive,17
20kb,drll.1,sig. positive,20
20kb,drll.2,sig. positive,17
20kb,drll.3,sig. positive,18
20kb,drosha,sig. positive,2
20kb,drp2,sig. positive,2
20kb,dsc2l,sig. positive,20
20kb,dscama,sig. positive,6
20kb,dscamb,sig. negative,1
20kb,dscamb,sig. positive,4
20kb,dscaml1,sig. positive,8
20kb,dscc1,sig. positive,1
20kb,dse,sig. positive,16
20kb,dsela,sig. positive,1
20kb,dsg2.1,sig. positive,11
20kb,dsn1,sig. negative,1
20kb,dsn1,sig. positive,2
20kb,dspa,sig. positive,17
20kb,dspb,sig. positive,2
20kb,dstyk,sig. positive,10
20kb,dtd1,sig. positive,3
20kb,dtd2,sig. positive,1
20kb,dthd1,sig. positive,4
20kb,dtl,sig. positive,12
20kb,dtna,sig. positive,13
20kb,dtnba,sig. positive,10
20kb,dtnbb,sig. negative,1
20kb,dtnbb,sig. positive,4
20kb,dtnbp1a,sig. positive,1
20kb,dtnbp1b,sig. positive,20
20kb,dtwd1,sig. positive,2
20kb,dtwd2,sig. positive,1
20kb,dtx2,sig. positive,7
20kb,dtx4a,sig. positive,6
20kb,dtx4b,sig. negative,1
20kb,dtx4b,sig. positive,7
20kb,dtymk,sig. positive,1
20kb,dub,sig. positive,8
20kb,duox,sig. positive,1
20kb,dus1l,sig. positive,4
20kb,dus2,sig. positive,4
20kb,dus3l,sig. positive,8
20kb,dus4l,sig. positive,1
20kb,dusp1,sig. positive,9
20kb,dusp10,sig. positive,4
20kb,dusp11,sig. positive,7
20kb,dusp12,sig. positive,11
20kb,dusp14,sig. positive,16
20kb,dusp16,sig. negative,1
20kb,dusp16,sig. positive,2
20kb,dusp19a,sig. positive,1
20kb,dusp19b,sig. positive,3
20kb,dusp2,sig. positive,16
20kb,dusp22b,sig. positive,1
20kb,dusp23a,sig. positive,5
20kb,dusp23b,sig. negative,1
20kb,dusp23b,sig. positive,2
20kb,dusp28,sig. negative,2
20kb,dusp3a,sig. positive,7
20kb,dusp4,sig. positive,20
20kb,dusp5,sig. positive,16
20kb,dusp6,sig. positive,7
20kb,dusp7,sig. positive,2
20kb,dusp8a,sig. negative,1
20kb,dusp8a,sig. positive,8
20kb,dut,sig. positive,1
20kb,dvl1a,sig. positive,8
20kb,dvl1b,sig. negative,2
20kb,dvl1b,sig. positive,3
20kb,dvl2,sig. positive,14
20kb,dvl3a,sig. positive,2
20kb,dydc2,sig. positive,3
20kb,dym,sig. positive,6
20kb,dync1h1,sig. positive,2
20kb,dync1i1,sig. positive,2
20kb,dync1i2a,sig. positive,4
20kb,dync1i2b,sig. positive,2
20kb,dync1li1,sig. negative,1
20kb,dync1li1,sig. positive,1
20kb,dync1li2,sig. positive,3
20kb,dync2li1,sig. positive,2
20kb,dynll2a,sig. positive,1
20kb,dynll2b,sig. positive,1
20kb,dynlt3,sig. negative,1
20kb,dyrk1ab,sig. positive,6
20kb,dyrk2,sig. positive,19
20kb,dyrk3,sig. positive,14
20kb,dyrk4,sig. positive,1
20kb,dysf,sig. positive,13
20kb,dzank1,sig. positive,1
20kb,dzip1,sig. positive,7
20kb,dzip1l,sig. positive,1
20kb,e2f1,sig. positive,7
20kb,e2f3,sig. positive,11
20kb,e2f4,sig. positive,6
20kb,e2f5,sig. positive,12
20kb,e2f7,sig. positive,11
20kb,e2f8,sig. positive,6
20kb,e4f1,sig. positive,2
20kb,eaf2,sig. negative,2
20kb,eaf2,sig. positive,2
20kb,ebag9,sig. positive,2
20kb,ebf1b,sig. positive,13
20kb,ebf2,sig. positive,13
20kb,ebf3a,sig. positive,13
20kb,ebf3b,sig. positive,4
20kb,ebi3,sig. positive,5
20kb,ebna1bp2,sig. positive,5
20kb,ebp,sig. positive,5
20kb,ecd,sig. positive,1
20kb,ece1,sig. positive,6
20kb,ece2a,sig. positive,2
20kb,ece2b,sig. positive,10
20kb,ecel1,sig. positive,9
20kb,ech1,sig. positive,3
20kb,echdc2,sig. positive,6
20kb,echdc3,sig. positive,1
20kb,eci1,sig. negative,2
20kb,ecm1b,sig. positive,1
20kb,ecpas,sig. positive,2
20kb,ecrg4b,sig. positive,17
20kb,ecscr,sig. negative,1
20kb,ecscr,sig. positive,2
20kb,ect2,sig. negative,1
20kb,ect2,sig. positive,4
20kb,eda,sig. positive,4
20kb,edar,sig. positive,16
20kb,edaradd,sig. positive,2
20kb,edc3,sig. negative,1
20kb,edc3,sig. positive,3
20kb,edem1,sig. positive,12
20kb,edem2,sig. positive,4
20kb,edem3,sig. positive,1
20kb,edf1,sig. positive,2
20kb,edil3a,sig. positive,10
20kb,edn1,sig. positive,2
20kb,edn2,sig. positive,15
20kb,ednraa,sig. positive,19
20kb,ednrab,sig. positive,15
